id,title,body,category,priority
TK-50,CRITICO - Malfunzionamento su gestione utenti,Ho un problema con l'accesso e le modifiche agli account utente. Non riesco a eseguire i permessi necessari per la sincronizzazione dei dati amministrativi. Ho bisogno di assistenza urgente per risolvere questo blocco.,Amministrazione,Alta
TK-51,Mancato funzionamento sistema contabilità,"Dopo l'ultimo aggiornamento, il modulo di inserimento delle fatture non si apre. Non riesco ad accedere ai dati necessari per la chiusura mensile.",Amministrazione,Media
TK-52,Richiesta chiarimenti su configurazione rete,Non riesco a completare la procedura di configurazione rete. Ho problemi con le impostazioni IP e non so come procedere con il DHCP.,Tecnico,Media
TK-53,Aiuto: Problema con la configurazione del server,Ho avuto difficoltà a configurare correttamente i parametri del server. Mi serve un chiarimento su come procedere per risolvere questa situazione in modo graduale.,Tecnico,Bassa
TK-54,Richiesta chiarimenti su crash server urgente,Ho un problema critico con il server che sta crashando continuamente. Ho bisogno di una soluzione immediata per stabilizzare l'ambiente e ripristinare la piena operatività.,Tecnico,Alta
TK-55,Suggerimento / Miglioria per la configurazione del sistema,"Segnalo una piccolissima anomalia: Ho avuto un piccolo intoppo con la configurazione del mio setup. Non riesco proprio a far funzionare bene il mio vecchio hardware. Mi serve una mano per capire come sistemarlo, se possibile.",Tecnico,Bassa
TK-56,Interruzione servizio su gestione fatture urgente,Sono completamente fermi su questa procedura di primo utilizzo e ho bisogno di aiuto immediato. Non riesco ad accedere ai moduli di amministrazione per generare i documenti necessari. Per favore risolvete subito questo blocco.,Amministrazione,Alta
TK-57,Problema con la configurazione del router,Ho difficoltà a configurare correttamente il mio router Wi-Fi. Non riesco ad accedere alla pagina di amministrazione per modificare le impostazioni DHCP. Ho bisogno di assistenza per risolvere questo problema tecnico.,Tecnico,Media
TK-58,Richiesta info (non urgente): Dati spese mensili,Ho bisogno di accedere ai dati relativi alle spese mensili del trimestre precedente. Vorrei sapere come procedere per l'estrazione dei report necessari.,Amministrazione,Bassa
TK-59,EMERGENZA: Problema con l'implementazione del nuovo microservizio,Ho riscontrato un errore durante il deploy del servizio. Il log indica un timeout nella fase di handshake tra i container. Ho bisogno di aiuto per debuggare la configurazione del network.,Tecnico,Media
TK-60,Mancato funzionamento del software di login,"Riscontro un errore nel sistema quando provo a effettuare il login. Non so perché non funziona, ma è chiaramente frustrante. Spero che qualcuno possa risolvere questo casino presto.",Tecnico,Media
TK-61,Chiarimento su configurazione ambiente di sviluppo,Ho un problema: non riesco a deployare il nuovo codice sul server staging. Ho controllato i log e sembra esserci un errore di permissioni sui file system. Potete aiutarmi a capire perché l'accesso è bloccato.,Tecnico,Bassa
TK-62,Richiesta di supporto per gestione contratto commerciale,Ho necessità di segnalare che ho difficoltà ad accedere ai dati relativi al mio contratto attuale. Non riesco a visualizzare le metriche di performance richieste dal sistema. Potete indicarmi come procedere per risolvere questo problema.,Commerciale,Media
TK-63,Domanda generica: Problemi con il report mensile di gestione,"Ho un problema: Non riesco a visualizzare i dati del report di amministrazione, anche se so che la configurazione è corretta. Mi aspetto che questo sia risolto velocemente, ovviamente.",Amministrazione,Bassa
TK-64,Situazione critica su gestione fatture urgenti,Ho un blocco immediato nella gestione delle fatture mensili. Non riesco a completare l'upload dei documenti necessari per la chiusura del periodo. Ho bisogno di assistenza urgente per sbloccare il processo.,Amministrazione,Alta
TK-65,Problema con fatturazione mensile,"Ciao, ho avuto difficoltà a visualizzare la fattura del mese scorso nel sistema. Non riesco ad accedere ai documenti necessari per l'amministrazione.
Potreste aiutarmi a risolvere questo problema il prima possibile?",Amministrazione,Media
TK-66,Interruzione servizio su fatturazione commerciale urgente,"Ciao, ho subito un'interruzione critica sul sistema di gestione dei contratti commerciali. Ho bisogno di una risoluzione immediata data la mia posizione di Direzione. Per favore, intervenite subito per ripristinare l'accesso ai dati.",Commerciale,Alta
TK-67,Non si può andare avanti così! Problemi con la gestione dei documenti,Ho difficoltà a caricare i file sulla piattaforma. Non riesco ad accedere correttamente ai moduli di inserimento dati. Mi serve aiuto per sistemare l'organizzazione amministrativa.,Amministrazione,Media
TK-68,CRITICO - Malfunzionamento su licenza commerciale,Impossibile procedere con il lavoro a causa di un malfunzionamento immediato della licenza commerciale. Sono un nuovo utente e ho bisogno di attivare la chiave di accesso urgentemente per iniziare l'uso del servizio.,Commerciale,Alta
TK-69,Richiesta info (non urgente): Problemi con l'inserimento dati amministrativi,Ho difficoltà a completare le procedure di inserimento dei dati nel sistema gestionale. Non riesco a trovare la sezione corretta per aggiornare i registri contabili. Potete indicarmi come procedere.,Amministrazione,Media
TK-70,Nota di aggiornamento su configurazione rete,"Vi scrivo perché ho avuto un piccolo intoppo con la configurazione della rete. Non riesco a capire come impostare il router, è un po' complicato per me. Potete darmi una mano a sistemarlo quando avete tempo.",Tecnico,Bassa
TK-71,Info di routine per configurazione rete,Sembra esserci un bug su la mia configurazione VLAN. Sto cercando di implementare una policy di routing avanzata ma i parametri non si applicano come previsto.,Tecnico,Bassa
TK-72,Piccolo dubbio su configurazione rete,Da stamattina sto provando a riconnettermi al Wi-Fi ma non riesco a trovare le impostazioni corrette. Ho problemi con il DHCP e non so come fare il reset della scheda di rete. Mi serve aiuto per capire la configurazione base.,Tecnico,Bassa
TK-73,CRITICO - Malfunzionamento su fatturazione mensile,"Ho già provato a riavviare il sistema, ma continuo a riscontrare errori nella visualizzazione dei dati. Mi serve aiuto per capire come correggere l'anomalia nel calcolo del totale.",Commerciale,Media
TK-74,Assistenza immediata per blocco fatturazione urgente,"Gentile supporto, vi contatto per un problema con l'inserimento delle spese amministrative. Non riesco a completare la registrazione del budget. Ho bisogno di una risoluzione rapida.",Amministrazione,Alta
TK-75,Domanda generica: Problema gestione note spese,Ho difficoltà a caricare le ricevute delle spese per il mese di maggio. Non riesco a completare la procedura di rendicontazione amministrativa. Potete aiutarmi con la procedura corretta.,Amministrazione,Bassa
TK-76,Piccolo dubbio su fatturazione arretrata,"Senza alcuna fretta, ho notato un piccolo scostamento nella gestione delle nostre spese amministrative. Potete darmi una panoramica sulla situazione attuale della riconciliazione contabile? Grazie.",Amministrazione,Bassa
TK-77,Domanda generica: Richiesta aggiornamento dati amministrativi,"Ho bisogno di sapere come procedere per l'aggiornamento dei dati amministrativi. Potreste indicarmi la procedura corretta da seguire.
Mi piacerebbe capire i passaggi necessari per completare questa operazione.",Amministrazione,Bassa
TK-78,Non riesco ad accedere al server,"Così non posso lavorare! Ho problemi di connettività e non riesco a fare il login sul sistema. Per favore, risolvete subito questo problema tecnico.",Tecnico,Alta
TK-79,Bloccato su connessione WiFi,"Sono molto ansioso perché non riesco a stabilire la connessione WiFi. Ho già verificato i parametri IP e le credenziali, ma il router continua a fallire l'handshake. Per favore, potete aiutarmi a risolvere questo problema tecnico.",Tecnico,Bassa
TK-80,Richiesta info (non urgente): dettagli contratto,Ho bisogno di sapere come funziona il mio contratto commerciale attuale. Vorrei solo una panoramica generale dei termini e delle condizioni senza troppe complicazioni. Quando posso avere i documenti?,Commerciale,Bassa
TK-81,Bloccato su connessione VPN,Sono completamente fermo su questa connessione VPN da ore e non riesco a stabilire il tunnel. Ho provato a riavviare il client ma il problema persiste.,Tecnico,Alta
TK-82,Assistenza immediata per crash del servizio API,Ho notato un grave errore di sistema durante l'ultima implementazione. Il servizio API non risponde e sto cercando di capire la root cause della latenza. Ho bisogno di debug urgente.,Tecnico,Alta
TK-83,Info di routine per gestione documenti,Ho bisogno di sapere come procedere con l'archiviazione dei nuovi documenti amministrativi. Potete indicarmi la procedura corretta per il upload e la catalogazione in sistema. Grazie.,Amministrazione,Bassa
TK-84,EMERGENZA: Problema con inserimento dati fatture,Ho un'urgenza assoluta: Non riesco ad inserire i dati delle nuove fatture nel sistema. Il processo di input è bloccato e non so come procedere per la chiusura del mese.,Amministrazione,Alta
TK-85,BLOCCO TOTALE: Problemi con l'integrazione CRM urgente,"Mi serve supporto ora, sono fermo su una configurazione del nostro sistema CRM. Non riesco a fare il deploy perché le API sembrano bloccate e non capisco come risolvere questo bug di integrazione commerciale.",Commerciale,Alta
TK-86,CRITICO - Malfunzionamento su fatturazione mensile,"Ho bisogno di una risoluzione urgente del problema con la fatturazione. Non riesco ad accedere ai dati necessari per il report commerciale. Per favore, risolvi subito questo intoppo.",Commerciale,Alta
TK-87,Non va negoziazione contratto,Ho un problema con l'aggiornamento dei dati commerciali sul CRM. Non riesco a sincronizzare correttamente le pipeline di vendita e i report di fatturazione. Ho bisogno di aiuto per risolvere questo discrepancy.,Commerciale,Media
TK-88,Richiesta urgente: Blocco accesso configurazione sistema,"Ciao, ho un blocco nell'accesso alla configurazione del sistema amministrativo. Necessito di risoluzione immediata per procedere con le operazioni.",Amministrazione,Alta
TK-89,Richiesta urgente: Problemi con l'inserimento dati contabili,"Scusate il disturbo, ho difficoltà nell'inserire i dati amministrativi nel sistema. Non riesco a completare le operazioni di riconciliazione bancaria come richiesto. Ho bisogno di assistenza immediata per risolvere questo blocco.",Amministrazione,Alta
TK-90,Non va la gestione ordini clienti,Ho un blocco totale della produzione su questo flusso commerciale. Devo aggiornare i dati dei clienti urgentemente per rispettare le scadenze del contratto.,Commerciale,Alta
TK-91,Procedura per gestione fatture bloccate urgente,Da stamattina sono completamente bloccato a non riuscire ad accedere al modulo di gestione delle fatture aperte. Ho bisogno di una risoluzione immediata per sbloccare i flussi amministrativi.,Amministrazione,Alta
TK-92,Non va la fatturazione mensile,Avrei bisogno di un controllo su come funziona l'emissione delle fatture. Ho notato qualche discrepanza nel report amministrativo e non so cosa fare.,Amministrazione,Bassa
TK-93,Nota di aggiornamento su configurazione ambiente dev,Sto avendo problemi con l'ultimo deploy del servizio e non riesco a ottenere i permessi necessari per l'accesso al database. Sono molto preoccupato perché devo finire il lavoro oggi.,Tecnico,Bassa
TK-94,Mancato funzionamento sistema operativo,Il mio sistema non si avvia più dopo l'ultimo aggiornamento. Non so come risolvere questo problema urgente.,Tecnico,Alta
TK-95,Info di routine per gestione licenze software,Avrei bisogno di un controllo su come gestire le licenze attive del nostro pacchetto commerciale. Vorrei capire la procedura standard per il rinnovo e l'aggiornamento dei permessi. Sono un utente occasionale e non ho problemi specifici al momento.,Commerciale,Bassa
TK-96,Non va la fatturazione,"Salve, ho un problema con l'aggiornamento dei dati commerciali che non funziona. Mi aspettavo una sincronizzazione più fluida per gestire le mie operazioni di vendita. Quando provo a esportare i report, il sistema si blocca sempre.",Commerciale,Media
TK-97,CRITICO - Malfunzionamento su licenza software aziendale,Ho bisogno di risolvere subito. La mia licenza aziendale non funziona e non riesco ad accedere ai dati. È un blocco totale del lavoro.,Commerciale,Alta
TK-98,Interruzione servizio su licenza software aziendale critica,Impossibile procedere con il lavoro a causa di l'impossibilità di accedere ai dati commerciali essenziali. Il sistema è completamente bloccato e non riesco ad eseguire le operazioni di reporting necessarie per la chiusura del mese. Ho bisogno di una risoluzione immediata.,Commerciale,Alta
TK-99,Chiarimento su errore di connessione VPN,Ho riscontrato un errore durante il tentativo di connessione alla rete VPN. Il problema persiste nonostante i tentativi di riavvio del client software. Necessito assistenza urgente per risolvere la situazione.,Tecnico,Alta
TK-100,Segnalazione minore su configurazione rete,Ho riscontrato un lieve disallineamento nella configurazione della mia interfaccia di rete. La situazione non impatta le operazioni correnti del sistema. Vi chiedo gentilmente di verificare la situazione quando avete tempo disponibile.,Tecnico,Bassa
TK-101,CRITICO - Malfunzionamento su contratto commerciale,Non riesco ad accedere ai dati del contratto. Ho bisogno di assistenza per visualizzare i dettagli.,Commerciale,Media
TK-102,Anomalia riscontrata in configurazione rete,"Ho notato un piccolo problema con la configurazione della mia rete. Non so esattamente cosa fare per risolvere questo errore di connessione.
Mi sembra che ci sia qualcosa di sbagliato nella impostazione del router.",Tecnico,Bassa
TK-103,Bloccato su negoziazione commerciale,Potete dare un occhiata a un problema con la gestione dei contratti commerciali. Non riesco ad avanzare nella fase di negoziazione e ho bisogno di aiuto per sbloccare la situazione.,Commerciale,Media
TK-104,Procedura per risoluzione immediata blocco fatturazione,Ho un'urgenza assoluta: Il sistema di gestione commerciale non riconosce le licenze attive. Sono sicuro che la configurazione è corretta ma il report mostra un errore di sincronizzazione dei dati. Devo avere accesso immediato alla risoluzione del problema.,Commerciale,Alta
TK-105,Impossibile procedere con il lavoro a causa di blocco fatturazione urgente,Non riesco ad accedere al sistema per generare le fatture. Ho bisogno che risolvi subito questo problema commerciale.,Commerciale,Alta
TK-106,Non funziona niente,"Sembra esserci un bug su l'accesso al sistema, non riesco a fare nulla. Ho bisogno di una soluzione subito perché sto aspettando una risposta.",Tecnico,Alta
TK-107,Suggerimento / Miglioria per gestione documenti Amministrazione,Ho bisogno di una revisione sulla procedura attuale per l'archiviazione dei dati amministrativi. Vorrei ottimizzare il flusso di lavoro senza creare blocchi operativi. Quando potete darmi un feedback su come migliorare questa configurazione?,Amministrazione,Bassa
TK-108,Procedura per ripristino licenza software urgente,Da stamattina sono completamente bloccato a dover sbloccare la licenza del nostro CRM. Ho bisogno di una soluzione immediata perché stiamo perdendo vendite importanti. Potete aiutarmi subito con il processo di attivazione?,Commerciale,Alta
TK-109,Richiesta chiarimenti sulla negoziazione commerciale,Ho problemi con l'integrazione dei dati CRM e il calcolo delle commissioni. Il sistema non riconosce le regole di pricing definite nel contratto. Ho bisogno di una spiegazione su come forzare l'aggiornamento del modulo di fatturazione.,Commerciale,Media
TK-110,Richiesta chiarimenti sulla gestione dati amministrativi urgenti,"Disastro, non funziona più nulla dopo. Ho bisogno subito di aiuto per risolvere un blocco critico nella gestione delle attività amministrative. Per favore, risolvete questo problema al più presto.",Amministrazione,Alta
TK-111,Urgente: non va connessione internet,Scrivo perché l'attività è interrotta: la mia connessione è completamente bloccata da ore e non riesco a fare nulla. Ho già provato a riavviare il modem ma il problema persiste. Per favore risolvete subito questo disservizio.,Tecnico,Media
TK-112,Richiesta urgente: Problemi con l'integrazione API commerciale,Da stamattina sono completamente bloccato a causa di un errore critico nell'integrazione delle nostre API commerciali. Ho notato una discrepanza nei dati rispetto al sistema precedente e non riesco a procedere con il reporting.,Commerciale,Alta
TK-113,Suggerimento / Miglioria per gestione licenze software,Vi scrivo perché non riesco a capire come gestire correttamente le licenze attive del nostro sistema. Ho provato a fare il setup ma mi ritrovo con errori di configurazione che non riesco a risolvere da solo. Avete una guida più chiara su questo aspetto commerciale.,Commerciale,Bassa
TK-114,Assistenza immediata per errore configurazione server,Da stamattina sono completamente bloccato a causa di un errore di configurazione del server. Non riesco ad accedere ai dati e il sistema è in stato di blocco totale. Ho bisogno di una risoluzione urgente.,Tecnico,Alta
TK-115,Non riesco ad accedere al server,"Così non posso lavorare! Ho un problema critico con l'accesso al server, la connessione è completamente bloccata e non riesco a eseguire i task necessari. Per favore risolvete subito questa situazione.",Tecnico,Alta
TK-116,Urgente: non va negoziazione contratto VIP,"Mi serve supporto ora, sono fermo su un blocco critico nella negoziazione del contratto. Questo ritardo sta compromettendo i margini e l'esposizione commerciale. Risolvete immediatamente la situazione.",Commerciale,Alta
TK-117,EMERGENZA: Problemi con il sistema di gestione fatture,Non riesco ad accedere al modulo per inserire le spese. È una cosa impossibile da gestire con queste interfacce moderne.,Amministrazione,Alta
TK-118,Segnalazione minore su gestione fatture arretrate,Non riesco a processare le fatture con il sistema attuale. L'interfaccia è obsoleta e non supporta i miei script di automazione. Richiedo una risoluzione urgente del bug.,Amministrazione,Media
TK-119,Segnalazione minore su gestione dati amministrativi,Ho avuto difficoltà nell'accesso e nella configurazione iniziale del sistema di amministrazione. Sono un nuovo utente e ho bisogno di una guida per procedere con il primo utilizzo. Potreste indicarmi come iniziare la configurazione base.,Amministrazione,Bassa
TK-120,Siamo completamente fermi su negoziazioni contratto,Sono un ex utente del vostro concorrente e ora non riesco ad accedere ai dati fondamentali per la gestione commerciale. Ho bisogno di una soluzione immediata per sbloccare il flusso di lavoro.,Commerciale,Media
TK-121,Chiarimento su blocco gestione utenti critici,"Mi serve supporto ora, sono fermo su un blocco totale nella gestione degli utenti amministrativi. Non riesco a eseguire i comandi di modifica del gruppo e il sistema è completamente inoperativo. Questo deve essere risolto immediatamente.",Amministrazione,Alta
TK-122,Chiarimento su problema connessione WiFi urgente,Situazione critica su la mia rete WiFi non funziona affatto. Ho bisogno di una risoluzione immediata perché sono un utente occasionale e questo mi blocca il lavoro.,Tecnico,Alta
