id,title,body,category,priority
TK-15,Bloccato su configurazione iniziale del software,"Gentile supporto, vi contatto per una domanda sulla configurazione iniziale del software. Sono un primo utilizzo e avrei bisogno di chiarimenti sui passaggi da seguire. Potete darmi una guida generale su come procedere con l'installazione?",Tecnico,Bassa
TK-16,Aiuto: Problemi con l'aggiornamento dei dati commerciali,Ho bisogno di fare una call su un rallentamento nell'elaborazione dei report mensili. Sembra che ci sia un ritardo nel processo di sincronizzazione dei dati tra i sistemi CRM e ERP. Potete darmi qualche indicazione su dove posso verificare il collo di bottiglia tecnico.,Commerciale,Media
TK-17,Non va l'aggiornamento del contratto,"Ciao, ho un problema con il mio aggiornamento commerciale. Non riesco a visualizzare i dettagli del contratto e non so come procedere per completare la modifica.",Commerciale,Media
TK-18,Assistenza immediata per configurazione server,Così non posso lavorare! Ho riscontrato un'anomalia nella configurazione del server che sta rallentando le operazioni di backup. Mi serve aiuto per identificare la causa e applicare una correzione temporanea prima che il carico di lavoro aumenti ulteriormente.,Tecnico,Media
TK-19,Bloccato su configurazione licenze software,"Dopo l'ultimo aggiornamento, non riesco a procedere con la configurazione delle licenze. Il sistema è completamente bloccato e non posso avviare le attività commerciali necessarie.",Commerciale,Alta
TK-20,Info per blocco sistema contabilità urgente,Da stamattina sto provando a fare l'inserimento delle fatture ma il sistema non mi permette di procedere. Sono completamente bloccato e non riesco a lavorare. Ho bisogno di una soluzione immediata.,Amministrazione,Alta
TK-21,Procedura per chiarimento configurazione sistema,Ciao. Non riesco a capire come impostare la configurazione del sistema. Ho provato le opzioni ma non so quale sia quella giusta.,Tecnico,Bassa
TK-22,Procedura per gestione note spese,"Scusate il disturbo, ho un problema con la procedura di gestione delle note spese. Non so come caricarle nel sistema, mi è un po' confuso come fare il primo utilizzo. Potete darmi una mano a capire i passaggi?",Amministrazione,Media
TK-23,Info per blocco totale del sistema di fatturazione,"Ho già provato a riavviare, ma il sistema di fatturazione è completamente fermo e non riesco a generare le transazioni. Questo sta bloccando tutte le attività commerciali in corso. Quando sarà risolto questo casino?",Commerciale,Alta
TK-24,Urgente: non va gestione fatture,Da stamattina sto provando a configurare la visualizzazione delle fatture nel sistema. Ho bisogno di chiarimenti sulle procedure per l'accesso ai report amministrativi.,Amministrazione,Bassa
TK-25,Richiesta urgente: Domanda su come funziona l'aggiornamento del sistema,Vi scrivo perché non so come fare per aggiornare la mia configurazione. Potete darmi una spiegazione di base su dove trovo le istruzioni? Grazie.,Tecnico,Bassa
TK-26,Mancato funzionamento del software,"Vi scrivo perché ho una piccola domanda sul setup iniziale. Non so come configurare la connessione VPN. Potete darmi una spiegazione passo passo, per favore?",Tecnico,Bassa
TK-27,Urgente: non va la fatturazione mensile,Vorrei segnalare che il sistema di fatturazione commerciale non funziona e non riesco a generare i documenti necessari. Questo blocco mi impedisce di procedere con le vendite immediate e sto perdendo tempo prezioso.,Commerciale,Alta
TK-28,Mancato funzionamento server blocco totale,Così non posso lavorare! Il server non funziona proprio da stamattina e non riesco ad accedere a nulla. Devo assolutamente sapere cosa sta succedendo subito.,Tecnico,Alta
TK-29,Mancato funzionamento sistema fatturazione urgente,"Scusate il disturbo, ho un blocco totale sulla fatturazione che mi impedisce di procedere con le attività. Non riesco a generare i documenti e devo fare subito qualcosa. Potete darmi una mano appena potete.",Amministrazione,Alta
TK-30,Info per configurazione account,"Salve, ho un dubbio sulla configurazione del mio account commerciale. Non riesco a capire come impostare correttamente le metriche di reporting. Potete darmi una spiegazione su come funziona il setup?",Commerciale,Bassa
TK-31,Mancato funzionamento report spese mensili,"Scusate il disturbo, ho riscontrato un'anomalia nel processo di generazione del report spese mensili. Il sistema sta producendo dati incompleti per le voci di spesa del mese precedente. Potete verificare la causa dell'errore e correggere l'output.",Amministrazione,Media
TK-32,Procedura per blocco totale sistema contabilità,Ho già provato a riavviare il software ma non riesco ad accedere ai dati. Non posso lavorare perché le attività sono completamente ferme da ore. Devo sapere come risolvere questo problema immediatamente.,Amministrazione,Alta
TK-33,Errore gestione spese mensili,"Gentile supporto, vi contatto per la gestione delle spese mensili. Ho notato un po' di disallineamento nei dati del report, mi potete dare una mano a capire cosa è successo?",Amministrazione,Media
TK-34,Aiuto: Problemi di configurazione del server,"Buongiorno, ho un po' di anomalie con la configurazione del server. Il servizio rallenta un po', ma non è un blocco totale. Potete darmi una mano a capire cosa non va?",Tecnico,Media
TK-35,Aiuto: Problemi con l'inserimento dati amministrativi,"Ho già provato a riavviare, ma non riesco a salvare i dati della fattura. Il sistema continua a dare errore durante la fase di inserimento dei dati contabili.",Amministrazione,Media
TK-36,Assistenza immediata per chiarimento spese amministrative,"Ciao, ho bisogno di capire come inserire le spese nel sistema. Non riesco a trovare la procedura corretta per l'inserimento dei dati.",Amministrazione,Bassa
TK-37,Richiesta chiarimenti sulla procedura di riconciliazione,"Ho già provato a riavviare, ma non riesco a capire come procedere con la riconciliazione dei dati del mese scorso. Potete spiegarmi il flusso operativo corretto per accedere ai report necessari?",Amministrazione,Bassa
TK-38,Problema con la fattura di questo mese,"Ciao, ho bisogno di capire come funziona il processo di emissione delle fatture mensili. Potete darmi una spiegazione su dove trovo i modelli corretti per l'amministrazione? Grazie.",Amministrazione,Bassa
TK-39,Richiesta urgente: Problema con la configurazione del sistema,"Ho già provato a riavviare, ma non riesco a capire perché l'interfaccia utente non si carica correttamente. Potete darmi una spiegazione su come devo impostare il parametro X?",Tecnico,Bassa
TK-40,Info per blocco totale sistema CRM,"Ho già provato a riavviare, ma il sistema CRM è completamente inattivo e non riesco ad accedere ai dati essenziali. Questo mi sta impedendo di processare tutte le richieste commerciali urgenti. Ho bisogno di una risoluzione immediata per poter continuare l'operatività.",Commerciale,Alta
TK-41,Non va il sistema di fatturazione,Da stamattina sto provando a generare le fatture ma il sistema non si apre. Non riesco ad accedere ai dati necessari per procedere con l'amministrazione. Ho bisogno di aiuto subito per sbloccare la situazione.,Amministrazione,Alta
TK-42,Richiesta chiarimenti sulla fatturazione mensile,"Salve, ho un problema con la fatturazione del mese scorso. I dati sembrano sbagliati e sto perdendo tempo a correggere manualmente i report. Potete aiutarmi a capire dove sta l'errore?",Commerciale,Media
TK-43,Mancato funzionamento gestione spese,"Scusate il disturbo, ho un problema con la visualizzazione dei report di amministrazione. Non riesco a capire perché i dati non si aggiornano come previsto nel sistema contabile. Vorrei solo chiarimenti su come funziona il modulo di input delle fatture.",Amministrazione,Bassa
TK-44,Richiesta urgente: Problemi con l'integrazione CRM,Potete dare un occhiata a come sto cercando di configurare l'integrazione del nostro sistema CRM. Non riesco ad applicare le API e il processo mi sta rallentando molto. Sono davvero frustrato per questa configurazione.,Commerciale,Media
TK-45,Info per configurazione iniziale del sistema,Vi scrivo perché non riesco a capire come impostare le prime variabili di configurazione. Sono un primo utilizzo e la documentazione è troppo vaga. Mi sento davvero frustrato da questa confusione.,Tecnico,Bassa
TK-46,Procedura per riavvio server bloccato,"Salve, ho bisogno di aiuto immediato. Il sistema è completamente fermo e non riesco a procedere con le attività urgenti. Non so come risolvere questo blocco totale adesso.",Tecnico,Alta
TK-47,Procedura per debug del server,"Ho un problema: Il mio ambiente di staging sta mostrando anomalie nella latenza delle query SQL, e non riesco a capire se è un problema di configurazione o della performance del DB. Vorrei una guida su come isolare la causa in questo momento.",Tecnico,Media
TK-48,Procedura per gestione spese mensili,"Buongiorno. Ho bisogno di capire come inserire le fatture nel sistema per la rendicontazione amministrativa. Non riesco a trovare la sezione corretta per l'upload dei documenti.

Potete darmi una guida dettagliata su come procedere con l'inserimento corretto dei dati?",Amministrazione,Media
TK-49,Info per blocco totale sistema CRM,Potete dare un occhiata a questo problema del nostro CRM. Non riesco ad accedere ai dati e non posso procedere con le vendite. È un casino assoluto.,Commerciale,Alta
TK-50,Procedura per riconfigurazione del server,Buongiorno. Ho un problema con la configurazione del server che rallenta le operazioni. Non riesco a trovare la documentazione corretta per il setup. Potete aiutarmi a capire come procedere?,Tecnico,Media
TK-51,Urgente: non va l'installazione del software,"Salve, ho appena provato a installare il software ma il sistema si blocca completamente. Non riesco a procedere con nessuna attività e devo completare il lavoro subito.",Tecnico,Alta
TK-52,Bloccato su report mensile,"Ciao, ho un problema con il report mensile. Non riesco a scaricare i dati del trimestre precedente e mi sta rallentando il lavoro. Potete darmi una mano per risolvere questo intoppo?",Commerciale,Media
TK-53,Errore gestione spese,"Buongiorno! Eccomi di nuovo, non riesco a caricare le fatture nel sistema. Il processo si blocca e devo aspettare troppo tempo per completarlo.",Amministrazione,Media
TK-54,Assistenza immediata per errore fatturazione,Creo questo ticket per la fattura del mese scorso non è corretta. C'è un disallineamento nei costi che mi sta rallentando il lavoro. Devo capire come sistemarlo al più presto.,Commerciale,Media
TK-55,Bloccato su accesso al sistema,"Salve, sono bloccato su accesso al sistema. Non riesco a fare nulla e devo finire questa attività subito. Ho bisogno di una soluzione immediata per sbloccare la situazione.",Tecnico,Alta
TK-56,Aiuto: Chiarimento su configurazione software,"Salve, ho un dubbio sulla configurazione del software. Non riesco a capire come impostare la visualizzazione dei dati corretta. Potete darmi una spiegazione passo passo?",Tecnico,Bassa
TK-57,Urgente: non va la fatturazione mensile,"Ciao, ho un problema con l'accesso ai dati commerciali che blocca le attività di reporting. Non riesco a generare i report necessari e questo sta impedendo il completamento delle operazioni finanziarie. Ho bisogno di una risoluzione immediata per poter procedere.",Commerciale,Alta
TK-58,Errore connessione wifi,Vorrei segnalare che non riesco a connettermi alla rete wifi del mio dispositivo. Ho provato a riconfigurare le impostazioni ma il problema persiste. Mi serve aiuto per risolvere questo anomalia di connessione.,Tecnico,Media
TK-59,Richiesta urgente: Chiarimento su come fare la fatturazione,Creo questo ticket per capire come devo compilare il modulo di fatturazione. Sono un principiante e non so dove mettere i dati esatti.,Amministrazione,Bassa
TK-60,Non va la fatturazione mensile,"Buongiorno, ho un problema con la fatturazione. Non riesco a capire come funziona il calcolo delle tasse. Potete darmi una spiegazione su come si fa il report di vendita?",Commerciale,Bassa
TK-61,Problema di accesso al sistema commerciale,"Ciao, sto avendo un blocco totale nell'accesso alla piattaforma commerciale. Non riesco a procedere con le attività essenziali e questo sta causando un danno economico immediato. Ho bisogno di assistenza urgente per risolvere la situazione.",Commerciale,Alta
TK-62,Richiesta urgente: Chiarimento sulla procedura di riconciliazione contabile,Ho bisogno di fare una call su come si effettua la riconciliazione mensile dei conti. Non capisco dove trovo il manuale aggiornato per questo processo.,Amministrazione,Bassa
TK-63,Procedura per chiarimento fatturazione,"Buongiorno, ho bisogno di capire come funziona la fatturazione del mese scorso. Sono un principiante e non capisco le voci. Potete darmi una spiegazione semplice?",Commerciale,Bassa
TK-64,Richiesta chiarimenti blocco API,"Salve, ho un problema critico con l'integrazione del nostro sistema di pagamento. L'API principale sta restituendo errori 503 e non riesco a processare le transazioni in tempo reale. Questo mi impedisce di generare entrate economiche e blocca completamente tutte le attività commerciali.",Commerciale,Alta
TK-65,Chiarimento su configurazione software,Buongiorno. Ho un dubbio sulla configurazione del software. Non so come impostare le variabili corrette per il setup iniziale. Potete darmi una spiegazione semplice su come procedere?,Tecnico,Bassa
TK-66,Mancato funzionamento sistema CRM,Vi scrivo perché il nostro sistema CRM non funziona più e siamo bloccati. Non riusciamo a processare le vendite e l'attività è completamente ferma. Dobbiamo avere una soluzione subito per riprendere il lavoro.,Commerciale,Alta
TK-67,Bloccato su configurazione rete,Ho un problema: non riesco a capire come configurare il QoS sulla porta 3. La documentazione è troppo vaga e mi fa perdere tempo.,Tecnico,Bassa
TK-68,Chiarimento su configurazione iniziale del sistema,"Gentile supporto, vi contatto per una domanda riguardante la configurazione iniziale del sistema. Ho bisogno di sapere quali sono le opzioni disponibili per l'impostazione dei parametri commerciali. Potreste fornirmi i dettagli necessari per procedere con il setup iniziale?",Commerciale,Bassa
TK-69,Bloccato su gestione fatture urgente,"Buongiorno, ho un problema con la gestione delle fatture che mi sta bloccando completamente le attività. Non riesco a procedere con nulla finché non risolviamo questo intoppo subito.",Amministrazione,Alta
TK-70,Mancato funzionamento gestione spese,"Scusate il disturbo, ho bisogno di chiarimenti sulla procedura per la riconciliazione delle spese del mese precedente. Potreste indicarmi dove posso trovare il manuale operativo relativo al sistema di reporting amministrativo.",Amministrazione,Bassa
TK-71,Richiesta chiarimenti blocco fatturazione immediato,"Così non posso lavorare! Il sistema di invoicing è completamente bloccato e non riesco a generare le fatture, causando un danno economico immediato. Quando sarà risolto questo casino?",Commerciale,Alta
TK-72,Aiuto: Problema con l'integrazione API,"Ho bisogno di fare una call su come risolvere l'anomalia nell'integrazione API. Il flusso di dati è leggermente rallentato, ma non è un blocco totale delle operazioni.",Commerciale,Media
TK-73,Urgente: non va configurazione server,"Scusate il disturbo, ho un problema con la configurazione del server. Non riesco a applicare le nuove policy di sicurezza e sto bloccato sulla CLI. Potete darmi una mano a capire dove sta l'errore?",Tecnico,Media
TK-74,Chiarimento su fattura di questo mese,Ho un problema: non riesco a capire come funziona il calcolo delle tasse sulla fattura. Non capisco bene la sezione dei costi. Potete spiegarmi meglio come viene applicato il margine commerciale?,Commerciale,Bassa
TK-75,Problema con report finanziari bloccati,Non so più che fare. I report finanziari sono completamente bloccati e questo sta impedendo l'avanzamento delle attività di chiusura mensile. Necessito di una risoluzione immediata per ripristinare il flusso operativo.,Amministrazione,Alta
TK-76,Richiesta urgente: Problemi con l'aggiornamento dei prezzi,Buongiorno. Ho provato a fare l'upload del file di pricing ma non riesco ad accedere alla sezione corretta. Mi serve solo un chiarimento su dove devo inserire i dati per procedere.,Commerciale,Media
TK-77,Chiarimento su fatturazione mensile,Potete dare un occhiata a questo problema. Ho difficoltà a capire come vengono calcolate le spese per il periodo di riferimento. Vorrei sapere la logica dietro queste cifre.,Commerciale,Media
TK-78,Richiesta urgente: Chiarimento su come fare la rendicontazione,Ho un problema: Non capisco esattamente come devo compilare il modulo per la rendicontazione mensile. Potete darmi una guida passo passo su questa procedura? Sono molto frustrato perché le istruzioni sono confuse.,Amministrazione,Bassa
TK-79,Non va il server,"Non volevo proprio dirlo, ma il sistema è completamente bloccato e non riesco a fare nulla. Sto aspettando da ore che si risolva questa situazione e questo sta causando un danno economico immediato.",Tecnico,Alta
TK-80,Procedura per blocco totale sistema CRM,Ho un problema: il sistema CRM è completamente bloccato e non posso procedere con le vendite. Ho bisogno di una risoluzione immediata.,Commerciale,Alta
TK-81,Errore gestione ordini commerciali,"Gentile supporto, vi contatto per un problema con la gestione degli ordini. Il sistema sta rallentando le operazioni e non riesco a finalizzare i report in tempo. Ho bisogno di capire come risolvere questo intoppo.",Commerciale,Media
TK-82,Assistenza immediata per blocco sistema contabilità,Così non posso lavorare! Il sistema di gestione delle fatture è completamente bloccato e non riesco a procedere con le attività. Ho bisogno che questo problema venga risolto immediatamente.,Amministrazione,Alta
TK-83,Chiarimento su configurazione licenza software,"Buongiorno, ho un po' di confusione con la configurazione della licenza del nostro software. Non riesco a capire come attivare correttamente il modulo commerciale per il primo utilizzo. Potete darmi una spiegazione più chiara su come procedere con l'installazione iniziale?",Commerciale,Media
TK-84,Info per blocco totale fatturazione mensile,Ho già provato a riavviare il sistema ma non riesco ad accedere ai dati. Il processo di reporting amministrativo è completamente fermo e non posso procedere con le attività.,Amministrazione,Alta
TK-85,Urgente: non va gestione spese,Vorrei segnalare che ho un problema con l'aggiornamento dei dati contabili. Il sistema sta rallentando il processo di riconciliazione e non riesco a finalizzare la reportistica in tempo utile. Mi serve un supporto per capire dove sta l'anomalia.,Amministrazione,Media
TK-86,Procedura per riconciliazione dati fatturazione,"Ciao, sto avendo problemi con la riconciliazione dei dati tra il CRM e il sistema ERP. Le asyncronie sembrano creare anomalie nelle voci di costo. Ho bisogno di capire come gestire correttamente le disallineamenti senza bloccare il flusso operativo.",Commerciale,Media
TK-87,Bloccato su gestione fatture,"Salve, ho un po' di problemi con l'upload delle fatture del mese scorso. Non riesco a trovare la sezione giusta per caricarle nel sistema. Potete darmi una mano a capire come procedere?",Amministrazione,Media
TK-88,Richiesta urgente: Problema con l'aggiornamento dei prezzi,"Salve, ho un po' di problemi a capire come aggiornare i prezzi sulla piattaforma. Non so dove trovare la sezione giusta per modificare le tariffe. Potete aiutarmi a capire il processo?",Commerciale,Media
TK-89,Aiuto: Blocco totale del sistema di fatturazione,Non so più che fare. Ho un blocco totale delle attività perché non riesco ad accedere al modulo di emissione commerciale. Questo mi impedisce di procedere con le operazioni economiche.,Commerciale,Alta
TK-90,Mancato funzionamento del server,"Scusate il disturbo, ho un problema con il server. Non riesco a capire perché le connessioni rallentano molto. Potete aiutarmi a vedere cosa sta succedendo?",Tecnico,Media
TK-91,Aiuto: Il server è down e non posso fare nulla,Così non posso lavorare! Ho provato a resettare il router ma il sistema continua a bloccarsi. Non riesco ad accedere ai dati e tutto è fermo da mezz'ora.,Tecnico,Alta
TK-92,Assistenza immediata per blocco sistema contabilità,Da stamattina sto provando a fare l'inserimento dei dati ma il sistema non mi lascia procedere. Non riesco ad accedere ai moduli necessari e devo finire queste attività subito.,Amministrazione,Alta
TK-93,Urgente: non va il sistema,"Ho già provato a riavviare, ma il software non si avvia affatto. Non riesco a fare nulla e sono bloccato completamente nel lavoro. Cosa devo fare ora?",Tecnico,Alta
TK-94,Info per Blocco totale sistema di login,"Ho già provato a riavviare, ma il sistema non si carica e non riesco ad accedere. Non posso iniziare nessuna attività perché è completamente bloccato.",Tecnico,Alta
TK-95,Chiarimento su blocco fatturazione urgente,Vi scrivo perché non riesco ad accedere al sistema per generare le fatture. Sono completamente bloccato e non posso procedere con le attività commerciali. Ho bisogno di una risoluzione immediata.,Commerciale,Alta
TK-96,Assistenza immediata per blocco accesso sistema contabilità,"Ho necessità di segnalare che non riesco ad accedere al sistema contabilità da stamattina. Questo mi impedisce di svolgere le attività amministrative essenziali e sto perdendo tempo prezioso. Per favore, risolvete questo problema al più presto.",Amministrazione,Alta
TK-97,Assistenza immediata per blocco del server,"Così non posso lavorare! Il mio server è completamente offline e non riesco ad accedere a nulla. Questo mi sta impedendo di fare qualsiasi attività, cosa che non è accettabile.",Tecnico,Alta
TK-98,Urgente: non va configurazione server,"Vi scrivo perché ho un po' di anomalie nella configurazione del server. Il sistema rallenta un po' e mi fa venire voglia di fare il reset, ma non è un blocco totale ancora.",Tecnico,Media
TK-99,Non va la fatturazione,"Ho già provato a riavviare il sistema, ma non riesco a capire perché il report commerciale non si aggiorna correttamente. Potete darmi una spiegazione su come funziona il modulo di esportazione dati?",Commerciale,Bassa
TK-100,Procedura per gestione note spese,Così non posso lavorare! Ho provato a caricare le ricevute nella sezione contabilità ma il sistema continua a rifiutare i file. Non capisco perché la procedura standard non funzioni come dovrebbe.,Amministrazione,Media
TK-101,Non va la connessione wifi,Vorrei segnalare che il mio router non si connette più alla rete. Sono un utente occasionale e non so come risolvere questo problema tecnico.,Tecnico,Bassa
TK-102,Bloccato su gestione spese mensili,"Dopo l'ultimo aggiornamento, sto avendo difficoltà a visualizzare correttamente le spese del mese scorso nel sistema. Mi serve un chiarimento su come accedere ai report amministrativi base per poter procedere con la riconciliazione dei dati.",Amministrazione,Media
TK-103,Problema con l'API di fatturazione che blocca le transazioni,Creo questo ticket per Marco. L'integrazione API di fatturazione sta causando un blocco totale delle transazioni economiche. Non riesco a procedere con i pagamenti essenziali finché non risolviamo questo errore critico.,Commerciale,Alta
TK-104,Procedura per chiarimento costi,"Buongiorno. Ho bisogno di una spiegazione riguardo la struttura dei costi del servizio commerciale. Vorrei comprendere meglio i dettagli della fatturazione.

Sono un utente occasionale e avrei bisogno di maggiori informazioni sulla gestione delle tariffe applicate.",Commerciale,Bassa
TK-105,Mancato funzionamento report spese mensili,"Buongiorno, ho un problema con l'estrazione dei dati relativi alle spese amministrative. Il report non viene generato correttamente e devo intervenire manualmente per correggere le cifre.
Mi serve una spiegazione su come risolvere questo errore di sistema.",Amministrazione,Media
TK-106,Chiarimento su la configurazione del report mensile,"Ho già provato a riavviare, ma non riesco a capire perché il report commerciale non si aggiorni con i dati attesi. Sono sicuro di aver impostato tutto correttamente nella dashboard.",Commerciale,Bassa
TK-107,Urgente: non va il flusso dati mensili,Da stamattina sto provando a generare il report amministrativo ma il sistema si blocca continuamente. Non riesco ad accedere ai file necessari per la chiusura del mese e devo completare le attività entro oggi.,Amministrazione,Alta
TK-108,Mancato funzionamento server produzione,Creo questo ticket per io non riesco ad accedere al database principale. L'attività di elaborazione dati è completamente bloccata e non posso procedere con il lavoro.,Tecnico,Alta
TK-109,Problema con l'API di pagamento che mi blocca tutto,"Ho un problema: L'integrazione del gateway di pagamento non funziona da ore e sto perdendo tutte le vendite. Non riesco a procedere con le transazioni, il sistema è completamente bloccato.",Commerciale,Alta
TK-110,Urgente: non va configurazione,"Scusate il disturbo, ho un dubbio sulla configurazione del sistema. Potete darmi una spiegazione su come funziona la gestione delle sessioni di login? Grazie.",Tecnico,Bassa
TK-111,Mancato funzionamento server produzione,"Scusate il disturbo, ho bisogno di aiuto subito. Il database non si connette e sto perdendo ore di lavoro. Non so come risolvere questo problema tecnico.",Tecnico,Alta
TK-112,Richiesta chiarimenti blocco gestione fatture,"Buongiorno. Ho un problema urgente con l'export dei dati amministrativi che mi impedisce di procedere con le attività. Quando provo a generare il report, il sistema si blocca completamente e non riesco ad accedere ai file necessari. Per favore risolvete subito questo casino.",Amministrazione,Alta
TK-113,Problema con l'inserimento dati,"Non volevo proprio dirlo, ma ho avuto un piccolo problema quando ho provato a inserire i dati sulla fattura. Non so come fare per correggere il campo sbagliato. Potete darmi una spiegazione su dove devo modificare la procedura?",Amministrazione,Bassa
TK-114,Aiuto: Chiarimento sulla procedura di fatturazione,"Buongiorno, ho bisogno di capire come gestire le modifiche ai termini contrattuali per il nostro pacchetto commerciale. Non riesco a trovare la sezione corretta nel manuale. Potete darmi una spiegazione chiara su come procedere con la revisione dei costi?",Commerciale,Bassa
TK-115,Non va connessione internet,"Salve, ho un problema grave con la connessione. Non riesco a lavorare perché è completamente bloccata. Ho bisogno di aiuto subito per risolvere questo casino.",Tecnico,Alta
TK-116,Procedura per gestione note spese,"Gentile supporto, vi contatto per la procedura di rendicontazione delle spese. Non riesco a capire come inserire i dati nel sistema, sono sicuro che sia semplice da fare.",Amministrazione,Media
TK-117,Assistenza immediata per chiarimento sulla procedura di riconciliazione dati,Ho bisogno di fare una call su come si effettua la riconciliazione dei dati mensili. Avrei bisogno di vedere il manuale operativo aggiornato per i report amministrativi.,Amministrazione,Bassa
TK-118,Assistenza immediata per chiarimento configurazione software,"Buongiorno, ho bisogno di un chiarimento riguardo la configurazione del software. Vorrei sapere quali sono i parametri corretti da applicare. Grazie per l'aiuto.",Tecnico,Bassa
TK-119,Richiesta chiarimenti blocco sistema contabilità,"Gentile supporto, vi contatto per un blocco totale del sistema di gestione delle fatture che impedisce qualsiasi operazione amministrativa. Ho bisogno di una risoluzione immediata perché non posso procedere con le attività operative.",Amministrazione,Alta
TK-120,Richiesta chiarimenti sulla procedura di fatturazione,Da stamattina sto provando a capire come si fa la riconciliazione dei dati amministrativi. Non riesco a trovare la sezione giusta per i report. Potete darmi una spiegazione su dove devo guardare?,Amministrazione,Bassa
TK-121,Aiuto: Problema con la configurazione del server,"Non volevo proprio dirlo, ma sto avendo difficoltà a configurare il nuovo server. Non riesco a trovare la documentazione corretta per i parametri di rete e mi sto perdendo nel processo. Mi serve un po' di aiuto per capire dove devo inserire le impostazioni corrette.",Tecnico,Media
TK-122,Richiesta urgente: Blocco totale del sistema di fatturazione commerciale,"Ho già provato a riavviare il servizio, ma il sistema non è ancora disponibile. Non riesco a procedere con le attività commerciali finché questo blocco non viene risolto. Ho bisogno di accesso immediato per completare i report.",Commerciale,Alta
TK-123,Info per configurazione software,Ho necessità di segnalare che non riesco a capire come impostare la configurazione del software. Sono un principiante e ho bisogno di una guida su come procedere. Potete darmi qualche indicazione passo passo?,Tecnico,Bassa
TK-124,Info per configurazione VPN lenta,"Ho già provato a riavviare, ma la connessione VPN è ancora molto instabile. Vedo un alto utilizzo della banda anche quando non sto scaricando nulla. Potete darmi qualche dritta su come ottimizzare il tunnel senza compromettere la sicurezza?",Tecnico,Media
